"tab_code","表章項目","cat01_code","従業上の地位７区分_時系列（雇用者明細なし）","cat02_code","総数，男及び女_時系列","cat03_code","職業小分類2005","time_code","時間軸（調査年）","unit","value"
"334","就業者数","100","総数","120","女","0370","22歯科衛生士","2005000000","2005年","人","83514"
"334","就業者数","100","総数","120","女","0380","23歯科技工士","2005000000","2005年","人","7939"
"334","就業者数","100","総数","120","女","0390","24栄養士","2005000000","2005年","人","98532"
"334","就業者数","100","総数","120","女","0400","25あん摩マッサージ指圧師，はり師，きゅう師，柔道整復師","2005000000","2005年","人","30236"
"334","就業者数","100","総数","120","女","0410","26その他の保健医療従事者","2005000000","2005年","人","381059"
"334","就業者数","100","総数","120","女","0430","27保育士","2005000000","2005年","人","410019"
"334","就業者数","100","総数","120","女","0440","28その他の社会福祉専門職業従事者","2005000000","2005年","人","151882"
"334","就業者数","100","総数","120","女","0460","29裁判官，検察官，弁護士","2005000000","2005年","人","2302"
"334","就業者数","100","総数","120","女","0470","30弁理士，司法書士","2005000000","2005年","人","2420"
"334","就業者数","100","総数","120","女","0480","31その他の法務従事者","2005000000","2005年","人","3959"
"334","就業者数","100","総数","120","女","0500","32公認会計士，税理士","2005000000","2005年","人","7913"
"334","就業者数","100","総数","120","女","0510","33社会保険労務士","2005000000","2005年","人","2917"
"334","就業者数","100","総数","120","女","0520","34その他の経営専門職業従事者","2005000000","2005年","人","3676"
"334","就業者数","100","総数","120","女","0540","35幼稚園教員","2005000000","2005年","人","90406"
"334","就業者数","100","総数","120","女","0550","36小学校教員","2005000000","2005年","人","268125"
"334","就業者数","100","総数","120","女","0560","37中学校教員","2005000000","2005年","人","102907"
"334","就業者数","100","総数","120","女","0570","38高等学校教員","2005000000","2005年","人","93635"
"334","就業者数","100","総数","120","女","0580","39大学教員","2005000000","2005年","人","41251"
"334","就業者数","100","総数","120","女","0590","40盲学校・ろう(聾)学校・養護学校教員","2005000000","2005年","人","37005"
"334","就業者数","100","総数","120","女","0600","41その他の教員","2005000000","2005年","人","43713"
"334","就業者数","100","総数","120","女","0620","42宗教家","2005000000","2005年","人","16813"
"334","就業者数","100","総数","120","女","0640","43文芸家，著述家","2005000000","2005年","人","11228"
"334","就業者数","100","総数","120","女","0650","44記者，編集者","2005000000","2005年","人","30401"
"334","就業者数","100","総数","120","女","0670","45彫刻家，画家，工芸美術家","2005000000","2005年","人","16989"
"334","就業者数","100","総数","120","女","0680","46デザイナー","2005000000","2005年","人","69960"
"334","就業者数","100","総数","120","女","0690","47写真家","2005000000","2005年","人","14917"
"334","就業者数","100","総数","120","女","0710","48音楽家(個人に教授するものを除く)","2005000000","2005年","人","11055"
"334","就業者数","100","総数","120","女","0720","49音楽家(個人に教授するもの)","2005000000","2005年","人","80345"
"334","就業者数","100","総数","120","女","0730","50俳優，舞踊家，演芸家(個人に教授するものを除く)","2005000000","2005年","人","20986"
"334","就業者数","100","総数","120","女","0740","51俳優，舞踊家，演芸家(個人に教授するもの)","2005000000","2005年","人","15077"
"334","就業者数","100","総数","120","女","0760","52個人教師(学習指導)","2005000000","2005年","人","92552"
"334","就業者数","100","総数","120","女","0770","53個人教師(他に分類されないもの)","2005000000","2005年","人","105904"
"334","就業者数","100","総数","120","女","0780","54職業スポーツ従事者(個人に教授するものを除く)","2005000000","2005年","人","671"
"334","就業者数","100","総数","120","女","0790","55職業スポーツ従事者(個人に教授するもの)","2005000000","2005年","人","43692"
"334","就業者数","100","総数","120","女","0800","56他に分類されない専門的・技術的職業従事者","2005000000","2005年","人","95508"
"334","就業者数","100","総数","120","女","0830","57管理的公務員","2005000000","2005年","人","5812"
"334","就業者数","100","総数","120","女","0850","58会社役員","2005000000","2005年","人","145033"
"334","就業者数","100","総数","120","女","0860","59その他の法人・団体役員","2005000000","2005年","人","6996"
"334","就業者数","100","総数","120","女","0880","60会社・団体等管理的職業従事者","2005000000","2005年","人","11319"
"334","就業者数","100","総数","120","女","0890","61他に分類されない管理的職業従事者","2005000000","2005年","人","6576"
"334","就業者数","100","総数","120","女","0920","62一般事務員","2005000000","2005年","人","5408025"
"334","就業者数","100","総数","120","女","0930","63会計事務員","2005000000","2005年","人","1780536"
"334","就業者数","100","総数","120","女","0950","64集金人","2005000000","2005年","人","30182"
"334","就業者数","100","総数","120","女","0960","65その他の外勤事務従事者","2005000000","2005年","人","27378"
"334","就業者数","100","総数","120","女","0980","66運輸事務員","2005000000","2005年","人","36893"
"334","就業者数","100","総数","120","女","0990","67郵便・通信事務員","2005000000","2005年","人","88049"
"334","就業者数","100","総数","120","女","1010","68速記者，タイピスト，ワードプロセッサ操作員","2005000000","2005年","人","4444"
"334","就業者数","100","総数","120","女","1020","69キーパンチャー","2005000000","2005年","人","55618"
"334","就業者数","100","総数","120","女","1030","70電子計算機等オペレーター","2005000000","2005年","人","66930"
"334","就業者数","100","総数","120","女","1060","71小売店主","2005000000","2005年","人","176919"
"334","就業者数","100","総数","120","女","1070","72卸売店主","2005000000","2005年","人","9306"
"334","就業者数","100","総数","120","女","1080","73飲食店主","2005000000","2005年","人","135979"
"334","就業者数","100","総数","120","女","1090","74販売店員","2005000000","2005年","人","2198774"
"334","就業者数","100","総数","120","女","1100","75商品訪問・移動販売従事者","2005000000","2005年","人","41866"
"334","就業者数","100","総数","120","女","1110","76再生資源卸売・回収従事者","2005000000","2005年","人","3395"
"334","就業者数","100","総数","120","女","1120","77商品販売外交員","2005000000","2005年","人","161497"
"334","就業者数","100","総数","120","女","1130","78商品仲立人","2005000000","2005年","人","139"
"334","就業者数","100","総数","120","女","1150","79不動産仲介・売買人","2005000000","2005年","人","83772"
"334","就業者数","100","総数","120","女","1160","80保険代理人・外交員","2005000000","2005年","人","231180"
"334","就業者数","100","総数","120","女","1170","81外交員(商品，保険，不動産を除く)","2005000000","2005年","人","150776"
"334","就業者数","100","総数","120","女","1180","82その他の販売類似職業従事者","2005000000","2005年","人","135792"
"334","就業者数","100","総数","120","女","1210","83家政婦(夫)，家事手伝い","2005000000","2005年","人","23870"
"334","就業者数","100","総数","120","女","1220","84ホームヘルパー","2005000000","2005年","人","306724"
"334","就業者数","100","総数","120","女","1230","85その他の家庭生活支援サービス職業従事者","2005000000","2005年","人","9986"
"334","就業者数","100","総数","120","女","1250","86理容師(助手を含む)","2005000000","2005年","人","103210"
"334","就業者数","100","総数","120","女","1260","87美容師(助手を含む)","2005000000","2005年","人","372809"
"334","就業者数","100","総数","120","女","1270","88浴場従事者","2005000000","2005年","人","24771"
"334","就業者数","100","総数","120","女","1280","89クリーニング職，洗張職","2005000000","2005年","人","87564"
"334","就業者数","100","総数","120","女","1300","90調理人","2005000000","2005年","人","1057163"
"334","就業者数","100","総数","120","女","1310","91バーテンダー","2005000000","2005年","人","1797"
"334","就業者数","100","総数","120","女","1330","92飲食物給仕・身の回り世話従事者","2005000000","2005年","人","888254"
"334","就業者数","100","総数","120","女","1340","93接客社交従事者","2005000000","2005年","人","34708"
"334","就業者数","100","総数","120","女","1350","94芸者，ダンサー","2005000000","2005年","人","4938"
"334","就業者数","100","総数","120","女","1360","95娯楽場等接客員","2005000000","2005年","人","212488"
"334","就業者数","100","総数","120","女","1370","96旅館主・支配人・番頭","2005000000","2005年","人","12000"
"334","就業者数","100","総数","120","女","1390","97マンション・アパート・下宿・寄宿舎・寮管理人","2005000000","2005年","人","58356"
"334","就業者数","100","総数","120","女","1400","98ビル管理人","2005000000","2005年","人","12499"
"334","就業者数","100","総数","120","女","1410","99駐車場管理人","2005000000","2005年","人","11974"
"334","就業者数","100","総数","120","女","1430","100旅行・観光案内人","2005000000","2005年","人","9437"
"334","就業者数","100","総数","120","女","1440","101物品一時預り人","2005000000","2005年","人","2900"
"334","就業者数","100","総数","120","女","1450","102物品賃貸人","2005000000","2005年","人","27490"
"334","就業者数","100","総数","120","女","1460","103広告宣伝員","2005000000","2005年","人","56738"
"334","就業者数","100","総数","120","女","1470","104葬儀師，火葬作業員","2005000000","2005年","人","14350"
"334","就業者数","100","総数","120","女","1480","105介護職員(治療施設，福祉施設)","2005000000","2005年","人","578101"
"334","就業者数","100","総数","120","女","1490","106他に分類されないサービス職業従事者","2005000000","2005年","人","181188"
"334","就業者数","100","総数","120","女","1520","107自衛官","2005000000","2005年","人","12497"
"334","就業者数","100","総数","120","女","1530","108警察官，海上保安官","2005000000","2005年","人","15966"
"334","就業者数","100","総数","120","女","1540","109看守，その他の司法警察職員","2005000000","2005年","人","1146"
"334","就業者数","100","総数","120","女","1550","110消防員","2005000000","2005年","人","1963"
"334","就業者数","100","総数","120","女","1560","111警備員","2005000000","2005年","人","14757"
"334","就業者数","100","総数","120","女","1570","112その他の保安職業従事者","2005000000","2005年","人","11180"
"334","就業者数","100","総数","120","女","1600","113農耕・養蚕作業者","2005000000","2005年","人","1059219"
"334","就業者数","100","総数","120","女","1610","114養畜作業者","2005000000","2005年","人","77014"
"334","就業者数","100","総数","120","女","1620","115植木職，造園師","2005000000","2005年","人","11719"
"334","就業者数","100","総数","120","女","1630","116その他の農業作業者","2005000000","2005年","人","1290"
"334","就業者数","100","総数","120","女","1650","117育林作業者","2005000000","2005年","人","2705"
"334","就業者数","100","総数","120","女","1660","118伐木・造材・運材作業者","2005000000","2005年","人","966"
"334","就業者数","100","総数","120","女","1670","119その他の林業作業者","2005000000","2005年","人","817"
"334","就業者数","100","総数","120","女","1690","120漁労作業者","2005000000","2005年","人","14381"
"334","就業者数","100","総数","120","女","1700","121船長・航海士・機関長・機関士(漁労船)","2005000000","2005年","人","4"
"334","就業者数","100","総数","120","女","1710","122海草・貝採取作業者","2005000000","2005年","人","5420"
"334","就業者数","100","総数","120","女","1720","123水産養殖作業者","2005000000","2005年","人","17890"
"334","就業者数","100","総数","120","女","1730","124その他の漁業作業者","2005000000","2005年","人","6104"
"334","就業者数","100","総数","120","女","1760","125鉄道運転従事者","2005000000","2005年","人","262"
"334","就業者数","100","総数","120","女","1780","126自動車運転者","2005000000","2005年","人","47361"
"334","就業者数","100","総数","120","女","1800","127船長・航海士・運航士(漁労船を除く)，水先人","2005000000","2005年","人","235"
"334","就業者数","100","総数","120","女","1810","128船舶機関長・機関士(漁労船を除く)","2005000000","2005年","人","82"
"334","就業者数","100","総数","120","女","1820","129航空機操縦士，航空機関士","2005000000","2005年","人","4"
"334","就業者数","100","総数","120","女","1840","130車掌","2005000000","2005年","人","11536"
"334","就業者数","100","総数","120","女","1850","131甲板員，船舶技士・機関員","2005000000","2005年","人","270"
"334","就業者数","100","総数","120","女","1860","132フォークリフト運転者","2005000000","2005年","人","1854"
"334","就業者数","100","総数","120","女","1870","133他に分類されない運輸従事者","2005000000","2005年","人","420"
"334","就業者数","100","総数","120","女","1900","134通信技術従事者","2005000000","2005年","人","1156"
"334","就業者数","100","総数","120","女","1910","135電話交換手","2005000000","2005年","人","14804"
"334","就業者数","100","総数","120","女","1920","136郵便・電報外務員","2005000000","2005年","人","15809"
"334","就業者数","100","総数","120","女","1930","137その他の通信従事者","2005000000","2005年","人","677"
"334","就業者数","100","総数","120","女","1970","138製銑・製鋼作業者","2005000000","2005年","人","352"
"334","就業者数","100","総数","120","女","1980","139非鉄金属製錬作業者","2005000000","2005年","人","548"
"334","就業者数","100","総数","120","女","1990","140鋳物製造作業者","2005000000","2005年","人","2650"
"334","就業者数","100","総数","120","女","2000","141鍛造作業者","2005000000","2005年","人","316"
"334","就業者数","100","総数","120","女","2010","142金属熱処理作業者","2005000000","2005年","人","672"
"334","就業者数","100","総数","120","女","2020","143圧延作業者","2005000000","2005年","人","1184"
"334","就業者数","100","総数","120","女","2030","144伸線作業者","2005000000","2005年","人","227"
"334","就業者数","100","総数","120","女","2040","145その他の金属材料製造作業者","2005000000","2005年","人","10042"
"334","就業者数","100","総数","120","女","2060","146化学工","2005000000","2005年","人","15898"
"334","就業者数","100","総数","120","女","2070","147その他の化学製品製造作業者","2005000000","2005年","人","53812"
"334","就業者数","100","総数","120","女","2090","148ガラス製品成形作業者","2005000000","2005年","人","2918"
"334","就業者数","100","総数","120","女","2100","149れんが・かわら・土管製造作業者","2005000000","2005年","人","1543"
"334","就業者数","100","総数","120","女","2110","150陶磁器製造作業者","2005000000","2005年","人","10884"
"334","就業者数","100","総数","120","女","2120","151窯業絵付作業者","2005000000","2005年","人","4072"
"334","就業者数","100","総数","120","女","2130","152セメント製造作業者","2005000000","2005年","人","117"
"334","就業者数","100","総数","120","女","2140","153セメント製品製造作業者","2005000000","2005年","人","3189"
"334","就業者数","100","総数","120","女","2150","154石工","2005000000","2005年","人","2811"
"334","就業者数","100","総数","120","女","2160","155その他の窯業・土石製品製造作業者","2005000000","2005年","人","22775"
"334","就業者数","100","総数","120","女","2180","156金属工作機械作業者","2005000000","2005年","人","21761"
"334","就業者数","100","総数","120","女","2190","157金属プレス作業者","2005000000","2005年","人","18633"
"334","就業者数","100","総数","120","女","2200","158金属溶接・溶断作業者","2005000000","2005年","人","11140"
"334","就業者数","100","総数","120","女","2210","159鉄工，製缶作業者","2005000000","2005年","人","3328"
"334","就業者数","100","総数","120","女","2220","160板金作業者","2005000000","2005年","人","6239"
"334","就業者数","100","総数","120","女","2230","161めっき作業者","2005000000","2005年","人","3919"
"334","就業者数","100","総数","120","女","2240","162その他の金属加工作業者","2005000000","2005年","人","138218"
"334","就業者数","100","総数","120","女","2260","163一般機械器具組立作業者","2005000000","2005年","人","127323"
"334","就業者数","100","総数","120","女","2270","164一般機械器具修理作業者","2005000000","2005年","人","8089"
"334","就業者数","100","総数","120","女","2290","165電気機械器具組立作業者","2005000000","2005年","人","248273"
"334","就業者数","100","総数","120","女","2300","166電気機械器具修理作業者","2005000000","2005年","人","7098"
"334","就業者数","100","総数","120","女","2310","167電球・電子管組立作業者","2005000000","2005年","人","5758"
"334","就業者数","100","総数","120","女","2320","168被覆電線製造作業者","2005000000","2005年","人","6717"
"334","就業者数","100","総数","120","女","2330","169半導体製品製造作業者","2005000000","2005年","人","16129"
"334","就業者数","100","総数","120","女","2340","170その他の電気機械器具組立・修理作業者","2005000000","2005年","人","125934"
"334","就業者数","100","総数","120","女","2360","171自動車組立作業者","2005000000","2005年","人","4650"
"334","就業者数","100","総数","120","女","2370","172自動車整備作業者","2005000000","2005年","人","6596"
"334","就業者数","100","総数","120","女","2380","173航空機組立・整備作業者","2005000000","2005年","人","583"
"334","就業者数","100","総数","120","女","2390","174鉄道車両組立・修理作業者","2005000000","2005年","人","143"
"334","就業者数","100","総数","120","女","2400","175自転車組立・修理作業者","2005000000","2005年","人","1852"
"334","就業者数","100","総数","120","女","2410","176船舶ぎ装作業者(他に分類されないもの)","2005000000","2005年","人","216"
"334","就業者数","100","総数","120","女","2420","177その他の輸送機械組立・修理作業者","2005000000","2005年","人","4790"
"334","就業者数","100","総数","120","女","2440","178計量計測機器組立・修理作業者","2005000000","2005年","人","9759"
"334","就業者数","100","総数","120","女","2450","179時計組立・修理作業者","2005000000","2005年","人","2754"
"334","就業者数","100","総数","120","女","2460","180光学機械器具組立・修理作業者","2005000000","2005年","人","14598"
"334","就業者数","100","総数","120","女","2470","181レンズ研磨・調整作業者","2005000000","2005年","人","4530"
"334","就業者数","100","総数","120","女","2480","182その他の計量計測機器・光学機械器具組立・修理作業者","2005000000","2005年","人","19490"
"334","就業者数","100","総数","120","女","2500","183精穀・製粉作業者","2005000000","2005年","人","2870"
"334","就業者数","100","総数","120","女","2510","184味そ・しょう油製造作業者","2005000000","2005年","人","4370"
"334","就業者数","100","総数","120","女","2520","185めん類製造作業者","2005000000","2005年","人","20683"
"334","就業者数","100","総数","120","女","2530","186パン・菓子製造作業者","2005000000","2005年","人","175896"
"334","就業者数","100","総数","120","女","2540","187豆腐・こんにゃく・ふ製造作業者","2005000000","2005年","人","20985"
"334","就業者数","100","総数","120","女","2550","188缶詰・瓶詰・レトルト食品製造作業者","2005000000","2005年","人","9002"
"334","就業者数","100","総数","120","女","2560","189乳・乳製品製造作業者","2005000000","2005年","人","4208"
"334","就業者数","100","総数","120","女","2570","190水産物加工作業者","2005000000","2005年","人","112020"
"334","就業者数","100","総数","120","女","2580","191その他の食料品製造作業者","2005000000","2005年","人","495098"
"334","就業者数","100","総数","120","女","2600","192製茶作業者","2005000000","2005年","人","2583"
"334","就業者数","100","総数","120","女","2610","193酒類製造作業者","2005000000","2005年","人","3498"
"334","就業者数","100","総数","120","女","2620","194清涼飲料製造作業者","2005000000","2005年","人","2604"
"334","就業者数","100","総数","120","女","2630","195たばこ製造作業者","2005000000","2005年","人","828"
"334","就業者数","100","総数","120","女","2640","196その他の飲料・たばこ製造作業者","2005000000","2005年","人","6724"
"334","就業者数","100","総数","120","女","2660","197粗紡・精紡作業者","2005000000","2005年","人","2539"
"334","就業者数","100","総数","120","女","2670","198合糸・ねん糸・加工糸作業者","2005000000","2005年","人","4898"
"334","就業者数","100","総数","120","女","2680","199織機準備作業者","2005000000","2005年","人","2710"
"334","就業者数","100","総数","120","女","2690","200織布作業者","2005000000","2005年","人","19793"
"334","就業者数","100","総数","120","女","2700","201精練・漂白・染色作業者","2005000000","2005年","人","9582"
"334","就業者数","100","総数","120","女","2710","202編物・編立作業者","2005000000","2005年","人","7020"
"334","就業者数","100","総数","120","女","2720","203製綱・製網作業者(繊維製)","2005000000","2005年","人","5361"
"334","就業者数","100","総数","120","女","2730","204その他の紡織作業者","2005000000","2005年","人","24759"
"334","就業者数","100","総数","120","女","2750","205成人女子・子供服仕立作業者","2005000000","2005年","人","12026"
"334","就業者数","100","総数","120","女","2760","206成人男子服仕立作業者","2005000000","2005年","人","2688"
"334","就業者数","100","総数","120","女","2770","207和服仕立作業者","2005000000","2005年","人","17611"
"334","就業者数","100","総数","120","女","2780","208刺しゅう作業者","2005000000","2005年","人","5584"
"334","就業者数","100","総数","120","女","2790","209ミシン縫製作業者","2005000000","2005年","人","194475"
"334","就業者数","100","総数","120","女","2800","210裁断作業者","2005000000","2005年","人","9729"
"334","就業者数","100","総数","120","女","2810","211その他の衣服・繊維製品製造作業者","2005000000","2005年","人","90037"
"334","就業者数","100","総数","120","女","2830","212製材・チップ製造作業者","2005000000","2005年","人","5184"
"334","就業者数","100","総数","120","女","2840","213合板作業者","2005000000","2005年","人","3795"
"334","就業者数","100","総数","120","女","2850","214木工","2005000000","2005年","人","4294"
"334","就業者数","100","総数","120","女","2860","215木製家具・建具製造作業者","2005000000","2005年","人","18519"
"334","就業者数","100","総数","120","女","2870","216竹・草・つる製品製造作業者","2005000000","2005年","人","3355"
"334","就業者数","100","総数","120","女","2880","217その他の木・竹・草・つる製品製造作業者","2005000000","2005年","人","10833"
"334","就業者数","100","総数","120","女","2900","218パルプ・紙料製造作業者","2005000000","2005年","人","487"
"334","就業者数","100","総数","120","女","2910","219紙すき作業者","2005000000","2005年","人","2846"
"334","就業者数","100","総数","120","女","2920","220紙器製造作業者","2005000000","2005年","人","24796"
"334","就業者数","100","総数","120","女","2930","221紙製品製造作業者","2005000000","2005年","人","6414"
"334","就業者数","100","総数","120","女","2940","222その他のパルプ・紙・紙製品製造作業者","2005000000","2005年","人","24819"
"334","就業者数","100","総数","120","女","2960","223文字組版作業者","2005000000","2005年","人","2183"
"334","就業者数","100","総数","120","女","2970","224製版作業者","2005000000","2005年","人","17280"
"334","就業者数","100","総数","120","女","2980","225印刷作業者","2005000000","2005年","人","31240"
"334","就業者数","100","総数","120","女","2990","226製本作業者","2005000000","2005年","人","16853"
"334","就業者数","100","総数","120","女","3000","227その他の印刷・製本作業者","2005000000","2005年","人","26173"
"334","就業者数","100","総数","120","女","3020","228ゴム製品成形作業者","2005000000","2005年","人","13556"
"334","就業者数","100","総数","120","女","3030","229プラスチック製品成形・加工・仕上作業者","2005000000","2005年","人","75875"
"334","就業者数","100","総数","120","女","3040","230その他のゴム・プラスチック製品製造作業者","2005000000","2005年","人","79401"
"334","就業者数","100","総数","120","女","3060","231製革作業者","2005000000","2005年","人","611"
"334","就業者数","100","総数","120","女","3070","232靴製造・修理作業者","2005000000","2005年","人","8906"
"334","就業者数","100","総数","120","女","3080","233その他の革・革製品製造作業者","2005000000","2005年","人","4227"
"334","就業者数","100","総数","120","女","3100","234かばん・袋物製造作業者","2005000000","2005年","人","9920"
"334","就業者数","100","総数","120","女","3110","235がん具製造作業者","2005000000","2005年","人","5267"
"334","就業者数","100","総数","120","女","3120","236漆塗師，まき絵師","2005000000","2005年","人","3036"
"334","就業者数","100","総数","120","女","3130","237貴金属・宝石・甲・角等細工作業者","2005000000","2005年","人","6580"
"334","就業者数","100","総数","120","女","3140","238印判師","2005000000","2005年","人","2135"
"334","就業者数","100","総数","120","女","3150","239内張作業者","2005000000","2005年","人","3496"
"334","就業者数","100","総数","120","女","3160","240表具師","2005000000","2005年","人","7153"
"334","就業者数","100","総数","120","女","3170","241塗装作業者，画工，看板制作作業者","2005000000","2005年","人","31634"
"334","就業者数","100","総数","120","女","3180","242写真現像・焼付・引伸し作業者","2005000000","2005年","人","13410"
"334","就業者数","100","総数","120","女","3190","243製図・写図・現図作業者","2005000000","2005年","人","89503"
"334","就業者数","100","総数","120","女","3200","244包装作業者","2005000000","2005年","人","273031"
"334","就業者数","100","総数","120","女","3210","245他に分類されない製造・制作作業者","2005000000","2005年","人","164495"
"334","就業者数","100","総数","120","女","3240","246ボイラーオペレーター","2005000000","2005年","人","15"
"334","就業者数","100","総数","120","女","3250","247クレーン・ウインチ運転作業者","2005000000","2005年","人","321"
"334","就業者数","100","総数","120","女","3260","248建設機械運転作業者","2005000000","2005年","人","603"
"334","就業者数","100","総数","120","女","3270","249その他の定置機関・機械及び建設機械運転作業者","2005000000","2005年","人","1192"
"334","就業者数","100","総数","120","女","3290","250発電員，変電員","2005000000","2005年","人","103"
"334","就業者数","100","総数","120","女","3300","251電線架線・敷設作業者","2005000000","2005年","人","165"
"334","就業者数","100","総数","120","女","3310","252電気通信設備工事作業者","2005000000","2005年","人","1706"
"334","就業者数","100","総数","120","女","3320","253電気工事作業者","2005000000","2005年","人","5763"
"334","就業者数","100","総数","120","女","3330","254その他の電気作業者","2005000000","2005年","人","2401"
"334","就業者数","100","総数","120","女","3360","255砂利・砂・粘土採取作業者","2005000000","2005年","人","127"
"334","就業者数","100","総数","120","女","3370","256その他の採掘作業者","2005000000","2005年","人","588"
"334","就業者数","100","総数","120","女","3390","257大工","2005000000","2005年","人","5481"
"334","就業者数","100","総数","120","女","3400","258とび職","2005000000","2005年","人","1288"
"334","就業者数","100","総数","120","女","3410","259ブロック積・タイル張作業者","2005000000","2005年","人","1627"
"334","就業者数","100","総数","120","女","3420","260屋根ふき作業者","2005000000","2005年","人","1404"
"334","就業者数","100","総数","120","女","3430","261左官","2005000000","2005年","人","3493"
"334","就業者数","100","総数","120","女","3440","262配管作業者","2005000000","2005年","人","4636"
"334","就業者数","100","総数","120","女","3450","263畳職","2005000000","2005年","人","2590"
"334","就業者数","100","総数","120","女","3460","264土木作業者","2005000000","2005年","人","19834"
"334","就業者数","100","総数","120","女","3470","265鉄道線路工事作業者","2005000000","2005年","人","NA"
"334","就業者数","100","総数","120","女","3480","266その他の建設作業者","2005000000","2005年","人","25824"
"334","就業者数","100","総数","120","女","3500","267船内・沿岸荷役作業者","2005000000","2005年","人","265"
"334","就業者数","100","総数","120","女","3510","268陸上荷役・運搬作業者","2005000000","2005年","人","63454"
"334","就業者数","100","総数","120","女","3520","269倉庫作業者","2005000000","2005年","人","94720"
"334","就業者数","100","総数","120","女","3530","270配達員","2005000000","2005年","人","252493"
"334","就業者数","100","総数","120","女","3540","271荷造作業者","2005000000","2005年","人","131723"
"334","就業者数","100","総数","120","女","3560","272清掃員","2005000000","2005年","人","592808"
"334","就業者数","100","総数","120","女","3570","273他に分類されない労務作業者","2005000000","2005年","人","429106"
"334","就業者数","100","総数","120","女","3600","274分類不能の職業","2005000000","2005年","人","450911"
